31.5,30.8,19.9,424587.2,65277.5,504.3,87.6,1.9,0
26.9,32.2,30.6,443966.0,78360.9,438.5,62.3,2.2,1
36.6,24.4,18.9,389018.6,58876.3,391.9,114.1,2.8,0
42.3,39.1,29.7,652985.0,102280.4,708.8,91.7,2.6,1
45.2,33.1,27.0,575217.2,93678.3,656.1,127.8,2.4,1
39.4,23.7,34.4,645466.2,84741.2,505.7,118.5,3.3,1
43.9,29.3,38.0,733955.2,113692.4,802.1,105.6,3.5,0
33.3,37.0,32.7,476722.4,83202.0,511.6,38.5,2.3,1
59.5,29.3,24.9,391499.5,73505.4,382.7,171.8,2.7,0
40.9,32.8,28.0,527872.4,81696.7,512.3,116.1,2.1,0
44.8,26.9,20.3,456762.0,77235.7,480.9,107.8,2.4,0
40.8,33.9,35.6,799621.9,100563.4,739.5,105.0,2.6,1
47.9,34.3,23.2,469481.9,75447.2,577.2,89.0,2.3,0
47.9,32.3,32.9,564600.1,91941.3,552.4,147.2,2.9,0
39.3,33.0,30.6,537408.0,93520.4,579.2,73.6,2.6,0
45.6,28.4,28.3,527035.5,88387.2,554.7,119.6,2.5,1
37.0,34.8,29.0,546883.2,82991.9,486.0,84.2,2.5,0
42.1,29.2,27.1,625185.3,86802.8,698.3,134.8,2.7,1
35.3,35.5,18.1,356452.1,52967.0,273.3,45.1,2.0,0
43.3,40.9,39.9,611371.4,107398.1,619.2,121.6,2.4,1
37.2,27.4,39.2,654760.5,98001.2,585.0,85.2,3.0,1
